repseq	Y_OTUS	domain	phylum	class	order	family	genus	species
628|867	Y_OTU_31205	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	unclassified_Didymella
628|873	Y_OTU_166	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	unclassified_Cortinarius
628|875	Y_OTU_697	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora terrestris
628|910	Y_OTU_22672	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
628|928	Y_OTU_22586	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
628|956	Y_OTU_22662	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
628|96	Y_OTU_22571	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
628|960	Y_OTU_22573	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
628|964	Y_OTU_22636	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
628|98	Y_OTU_10080	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
628|980	Y_OTU_9995	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
628|986	Y_OTU_9994	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
628|99	Y_OTU_4395	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Rhodosporidium	Rhodotorula graminis
628|994	Y_OTU_4378	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Rhodosporidium	Rhodotorula graminis
628|995	Y_OTU_693	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora terrestris
629|1008	Y_OTU_22823	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1008	Y_OTU_1905	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1008	Y_OTU_10464	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1027	Y_OTU_10477	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1105	Y_OTU_22846	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	unclassified_Didymellaceae	unclassified_Didymellaceae
629|1105	Y_OTU_31206	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	unclassified_Didymellaceae	unclassified_Didymellaceae
629|113	Y_OTU_22843	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1132	Y_OTU_10342	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1187	Y_OTU_2372	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1187	Y_OTU_10492	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1187	Y_OTU_2913	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|122	Y_OTU_23020	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1222	Y_OTU_10424	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	unclassified_Fusarium
629|1225	Y_OTU_10401	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1225	Y_OTU_10425	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1254	Y_OTU_22835	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|128	Y_OTU_23021	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1280	Y_OTU_29344	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1280	Y_OTU_22986	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1286	Y_OTU_23026	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1286	Y_OTU_4398	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1288	Y_OTU_10478	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1291	Y_OTU_30333	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_Incertae sedis	Bannoa	Bannoa hahajimensis
629|1314	Y_OTU_31210	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus magnus
629|1314	Y_OTU_22952	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus magnus
629|1314	Y_OTU_22954	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus magnus
629|1324	Y_OTU_10144	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1326	Y_OTU_2911	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
629|1331	Y_OTU_22898	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1371	Y_OTU_22919	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1371	Y_OTU_22873	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1371	Y_OTU_10203	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1380	Y_OTU_29762	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Phoma novae_verbascicola
629|1407	Y_OTU_22806	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1407	Y_OTU_10487	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|142	Y_OTU_22990	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1429	Y_OTU_10120	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1437	Y_OTU_22993	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1437	Y_OTU_10323	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1458	Y_OTU_10337	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|146	Y_OTU_10434	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1463	Y_OTU_10151	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1463	Y_OTU_10354	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1469	Y_OTU_10279	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1469	Y_OTU_22855	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1469	Y_OTU_29293	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1471	Y_OTU_1350	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
629|148	Y_OTU_10435	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1491	Y_OTU_30340	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1491	Y_OTU_29332	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1502	Y_OTU_22779	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|151	Y_OTU_10248	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1536	Y_OTU_124	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius elaiochrous
629|1550	Y_OTU_31830	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	unclassified_Cryptococcus
629|1562	Y_OTU_29299	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1562	Y_OTU_22874	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1569	Y_OTU_10303	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1569	Y_OTU_3551	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1569	Y_OTU_22906	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1572	Y_OTU_10398	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1597	Y_OTU_18061	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	unclassified_Gibberella
629|1603	Y_OTU_10288	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1625	Y_OTU_29316	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1635	Y_OTU_1752	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Kabatiella	Aureobasidium pullulans
629|1654	Y_OTU_29342	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1678	Y_OTU_10450	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1684	Y_OTU_10476	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1684	Y_OTU_29327	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1685	Y_OTU_29326	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1685	Y_OTU_10292	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1694	Y_OTU_30326	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_Incertae sedis	Bannoa	Bannoa hahajimensis
629|1731	Y_OTU_559	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala attenuata
629|1735	Y_OTU_10193	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1773	Y_OTU_1348	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
629|1777	Y_OTU_10410	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unclassified_Saccharomycetales	unclassified_Saccharomycetales	unclassified_Saccharomycetales
629|1777	Y_OTU_32378	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unclassified_Saccharomycetales	unclassified_Saccharomycetales	unclassified_Saccharomycetales
629|1777	Y_OTU_505	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unclassified_Saccharomycetales	unclassified_Saccharomycetales	unclassified_Saccharomycetales
629|1794	Y_OTU_22705	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1794	Y_OTU_1753	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1805	Y_OTU_10458	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1805	Y_OTU_10192	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1811	Y_OTU_10381	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	unclassified_Peniophora
629|1811	Y_OTU_10196	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	unclassified_Peniophora
629|1811	Y_OTU_10191	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	unclassified_Peniophora
629|1811	Y_OTU_23042	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	unclassified_Peniophora
629|1811	Y_OTU_856	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	unclassified_Peniophora
629|1826	Y_OTU_29343	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|1827	Y_OTU_10468	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|183	Y_OTU_22712	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1842	Y_OTU_10430	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1842	Y_OTU_22977	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1842	Y_OTU_10465	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|187	Y_OTU_22711	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1879	Y_OTU_10259	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1881	Y_OTU_22707	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1882	Y_OTU_10123	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1886	Y_OTU_3533	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Davidiella	Cladosporium perangustum
629|1901	Y_OTU_22741	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|1929	Y_OTU_32372	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia reukaufii
629|1930	Y_OTU_10334	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1950	Y_OTU_32386	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia reukaufii
629|1960	Y_OTU_10113	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|1993	Y_OTU_10403	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|200	Y_OTU_10341	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2004	Y_OTU_10249	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2008	Y_OTU_10250	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2026	Y_OTU_921	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala equina
629|2054	Y_OTU_22969	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2056	Y_OTU_29768	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Phoma novae_verbascicola
629|2067	Y_OTU_10211	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2082	Y_OTU_22872	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2083	Y_OTU_10302	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2098	Y_OTU_29347	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|2110	Y_OTU_10352	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Haematonectria	unclassified_Haematonectria
629|2113	Y_OTU_10353	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2120	Y_OTU_32375	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia reukaufii
629|2131	Y_OTU_10366	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2137	Y_OTU_32389	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia reukaufii
629|2153	Y_OTU_32387	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia reukaufii
629|2155	Y_OTU_3091	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium	Trichocladium opacum
629|2167	Y_OTU_10145	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	unclassified_Fusarium
629|2170	Y_OTU_29328	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|2181	Y_OTU_32377	Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi
629|2198	Y_OTU_10423	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|224	Y_OTU_3552	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Davidiella	Cladosporium perangustum
629|2252	Y_OTU_30330	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	unclassified_Cryptococcus
629|2261	Y_OTU_22903	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2265	Y_OTU_1750	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Kabatiella	Aureobasidium pullulans
629|227	Y_OTU_22914	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2286	Y_OTU_30339	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_Incertae sedis	Bannoa	Bannoa hahajimensis
629|229	Y_OTU_10349	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2294	Y_OTU_2365	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae sedis	Glomerellaceae	Glomerella	unclassified_Glomerella
629|2304	Y_OTU_31213	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus magnus
629|2311	Y_OTU_10148	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2313	Y_OTU_3535	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Davidiella	Cladosporium perangustum
629|2314	Y_OTU_10149	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2325	Y_OTU_10321	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|234	Y_OTU_22734	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|236	Y_OTU_22735	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|241	Y_OTU_10317	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2427	Y_OTU_10156	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2440	Y_OTU_22978	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2443	Y_OTU_29338	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|2491	Y_OTU_22720	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2514	Y_OTU_22703	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2522	Y_OTU_29322	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|2549	Y_OTU_22900	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2555	Y_OTU_22726	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2581	Y_OTU_29309	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|2596	Y_OTU_23002	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2599	Y_OTU_23003	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2617	Y_OTU_2371	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae sedis	Glomerellaceae	Glomerella	Colletotrichum ignotum
629|2632	Y_OTU_22838	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2644	Y_OTU_32393	Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi
629|2649	Y_OTU_23028	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2683	Y_OTU_30609	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae sedis	Plectosphaerellaceae	Plectosporium	Plectosporium alismatis
629|269	Y_OTU_10326	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2690	Y_OTU_10312	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2696	Y_OTU_22880	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|27	Y_OTU_922	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala equina
629|2707	Y_OTU_10479	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2736	Y_OTU_22854	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2746	Y_OTU_10455	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2749	Y_OTU_10454	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2844	Y_OTU_32379	Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi
629|2871	Y_OTU_22965	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2873	Y_OTU_10407	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2880	Y_OTU_29301	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales_Incertae sedis	Sporobolomyces	Sporobolomyces nylandii
629|2886	Y_OTU_22781	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|289	Y_OTU_10284	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|29	Y_OTU_2373	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae sedis	Glomerellaceae	Glomerella	unclassified_Glomerella
629|2945	Y_OTU_10136	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2955	Y_OTU_10297	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2961	Y_OTU_10154	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|2992	Y_OTU_22882	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|2997	Y_OTU_10314	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|3036	Y_OTU_10122	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
629|3039	Y_OTU_22706	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|3052	Y_OTU_23037	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
629|3058	Y_OTU_10488	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium penzigii
629|306	Y_OTU_10255	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
