repseq	Y_OTUS	domain	phylum	class	order	family	genus	species
1000|116	Y_OTU_18530	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|116	Y_OTU_5245	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|122	Y_OTU_18623	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|122	Y_OTU_5080	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|131	Y_OTU_18731	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|131	Y_OTU_5007	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|135	Y_OTU_18635	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|17	Y_OTU_18716	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|207	Y_OTU_5201	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|207	Y_OTU_18638	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|21	Y_OTU_238	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon rogersii
1000|211	Y_OTU_18520	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|211	Y_OTU_31598	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|233	Y_OTU_18535	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|241	Y_OTU_5255	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|241	Y_OTU_5121	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|243	Y_OTU_18728	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|273	Y_OTU_32027	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae sedis	unclassified_Tremellales_Incertae sedis	unclassified_Tremellales_Incertae sedis
1000|279	Y_OTU_4971	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|284	Y_OTU_5173	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|298	Y_OTU_32034	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|298	Y_OTU_5027	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|298	Y_OTU_5074	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|306	Y_OTU_5068	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|317	Y_OTU_5211	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|317	Y_OTU_5014	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|344	Y_OTU_17763	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|378	Y_OTU_2023	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|378	Y_OTU_5223	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|378	Y_OTU_2024	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|395	Y_OTU_18732	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|395	Y_OTU_5207	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|417	Y_OTU_5041	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	unclassified_Nectria
1000|428	Y_OTU_5174	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|434	Y_OTU_5030	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|437	Y_OTU_5111	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|437	Y_OTU_18560	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|439	Y_OTU_17761	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|448	Y_OTU_18685	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|448	Y_OTU_18578	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|45	Y_OTU_5083	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|460	Y_OTU_5250	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|460	Y_OTU_18679	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|461	Y_OTU_5195	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|476	Y_OTU_18571	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|476	Y_OTU_17768	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|494	Y_OTU_18534	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|494	Y_OTU_5134	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|494	Y_OTU_5079	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|5	Y_OTU_1122	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
1000|518	Y_OTU_4982	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|518	Y_OTU_5181	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|518	Y_OTU_5182	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|527	Y_OTU_5137	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|541	Y_OTU_5146	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|553	Y_OTU_5004	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|553	Y_OTU_4975	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|555	Y_OTU_5252	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	unclassified_Didymella
1000|555	Y_OTU_29588	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	unclassified_Didymella
1000|556	Y_OTU_29956	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	unclassified_Didymella
1000|591	Y_OTU_5167	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Phoma novae_verbascicola
1000|591	Y_OTU_29589	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Phoma novae_verbascicola
1000|597	Y_OTU_5023	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|611	Y_OTU_243	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon rogersii
1000|612	Y_OTU_18661	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|612	Y_OTU_18564	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|612	Y_OTU_18565	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|631	Y_OTU_5184	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|634	Y_OTU_32037	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	unclassified_Didymellaceae	unclassified_Didymellaceae
1000|634	Y_OTU_31042	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	unclassified_Didymellaceae	unclassified_Didymellaceae
1000|637	Y_OTU_18523	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|637	Y_OTU_5183	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|66	Y_OTU_5099	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|675	Y_OTU_18682	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|681	Y_OTU_4582	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|681	Y_OTU_18527	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|683	Y_OTU_2002	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae sedis	Glomerellaceae	Glomerella	unclassified_Glomerella
1000|683	Y_OTU_18588	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae sedis	Glomerellaceae	Glomerella	unclassified_Glomerella
1000|683	Y_OTU_5062	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae sedis	Glomerellaceae	Glomerella	unclassified_Glomerella
1000|698	Y_OTU_1121	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
1000|707	Y_OTU_18562	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae sedis	Tremella	unclassified_Tremella
1000|707	Y_OTU_32039	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae sedis	Tremella	unclassified_Tremella
1000|714	Y_OTU_18727	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|725	Y_OTU_5239	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|728	Y_OTU_18509	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|728	Y_OTU_5238	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|728	Y_OTU_4972	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|728	Y_OTU_4974	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|728	Y_OTU_4973	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|738	Y_OTU_32035	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae sedis	unclassified_Tremellales_Incertae sedis	unclassified_Tremellales_Incertae sedis
1000|742	Y_OTU_17774	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|742	Y_OTU_1123	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|763	Y_OTU_5219	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|800	Y_OTU_5161	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	unclassified_Nectria
1000|820	Y_OTU_5154	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|820	Y_OTU_5243	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|833	Y_OTU_31039	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|833	Y_OTU_5224	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|833	Y_OTU_5000	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|838	Y_OTU_18666	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|838	Y_OTU_18538	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|854	Y_OTU_4989	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|867	Y_OTU_29958	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Phoma tropica
1000|876	Y_OTU_18514	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|876	Y_OTU_31669	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|876	Y_OTU_1118	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|881	Y_OTU_5206	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium merismoides
1000|881	Y_OTU_4318	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium merismoides
1000|889	Y_OTU_18516	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|889	Y_OTU_5196	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|90	Y_OTU_4995	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|913	Y_OTU_5237	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|928	Y_OTU_5112	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|931	Y_OTU_18724	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|933	Y_OTU_5248	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|934	Y_OTU_18723	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|953	Y_OTU_31044	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	unclassified_Didymella
1000|954	Y_OTU_5217	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
1000|968	Y_OTU_18599	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
1000|970	Y_OTU_18706	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|1	Y_OTU_18839	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|112	Y_OTU_2027	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae sedis	Glomerellaceae	Glomerella	unclassified_Glomerella
10C2|117	Y_OTU_5258	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|137	Y_OTU_18739	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|137	Y_OTU_5397	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|154	Y_OTU_18803	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae sedis	Glomerellaceae	Glomerella	unclassified_Glomerella
10C2|154	Y_OTU_2054	Fungi	Ascomycota	Sordariomycetes	Sordariomycetidae_Incertae sedis	Glomerellaceae	Glomerella	unclassified_Glomerella
10C2|178	Y_OTU_17786	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|203	Y_OTU_32046	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|203	Y_OTU_18864	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|233	Y_OTU_5387	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|233	Y_OTU_18844	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|233	Y_OTU_5329	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|235	Y_OTU_5328	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|292	Y_OTU_31052	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	unclassified_Didymellaceae	unclassified_Didymellaceae
10C2|298	Y_OTU_5352	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|318	Y_OTU_18819	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|325	Y_OTU_5262	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|325	Y_OTU_2051	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|344	Y_OTU_18893	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|369	Y_OTU_5426	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|369	Y_OTU_4588	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|370	Y_OTU_5343	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|385	Y_OTU_29961	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|385	Y_OTU_32212	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|385	Y_OTU_5293	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|385	Y_OTU_5265	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|403	Y_OTU_5339	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|403	Y_OTU_5369	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|412	Y_OTU_1140	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
10C2|449	Y_OTU_5424	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|457	Y_OTU_4587	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|461	Y_OTU_5414	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|461	Y_OTU_2048	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|496	Y_OTU_29258	Fungi	Ascomycota	Eurotiomycetes	Mycocaliciales	Mycocaliciaceae	Mycocalicium	Mycocalicium victoriae
10C2|503	Y_OTU_5285	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
10C2|503	Y_OTU_18757	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
10C2|503	Y_OTU_963	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
10C2|509	Y_OTU_18831	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|524	Y_OTU_18837	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|563	Y_OTU_32215	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae sedis	Hannaella	Hannaella zeae
10C2|563	Y_OTU_18740	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae sedis	Hannaella	Hannaella zeae
10C2|580	Y_OTU_5452	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|580	Y_OTU_5393	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|614	Y_OTU_5416	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|628	Y_OTU_18810	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|628	Y_OTU_28922	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|631	Y_OTU_3018	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Pezoloma	unclassified_Pezoloma
10C2|631	Y_OTU_18848	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Pezoloma	unclassified_Pezoloma
10C2|632	Y_OTU_29470	Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi
10C2|632	Y_OTU_29606	Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi
10C2|632	Y_OTU_5441	Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi	unclassified_Fungi
10C2|647	Y_OTU_32048	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae sedis	unclassified_Tremellales_Incertae sedis	unclassified_Tremellales_Incertae sedis
10C2|653	Y_OTU_31383	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae sedis	Dioszegia	Dioszegia catarinonii
10C2|655	Y_OTU_31049	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	unclassified_Didymella
10C2|667	Y_OTU_1128	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|667	Y_OTU_5361	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|674	Y_OTU_5276	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|674	Y_OTU_18858	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|676	Y_OTU_18863	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
10C2|676	Y_OTU_18862	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
10C2|676	Y_OTU_966	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
10C2|676	Y_OTU_959	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina mikolae
10C2|68	Y_OTU_5341	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|681	Y_OTU_29598	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	unclassified_Didymella
10C2|694	Y_OTU_5421	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|696	Y_OTU_18812	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|696	Y_OTU_18867	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|699	Y_OTU_32055	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae sedis	Tremella	unclassified_Tremella
10C2|700	Y_OTU_5389	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|703	Y_OTU_18866	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|703	Y_OTU_18847	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|738	Y_OTU_5270	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|738	Y_OTU_18756	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|740	Y_OTU_32052	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellales_Incertae sedis	unclassified_Tremellales_Incertae sedis	unclassified_Tremellales_Incertae sedis
10C2|75	Y_OTU_5442	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|752	Y_OTU_5301	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|752	Y_OTU_5300	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium delphinoides
10C2|781	Y_OTU_5413	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
10C2|781	Y_OTU_18821	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Fusarium equiseti
