	domain	phylum	class	order	family	genus
OTU_4880	Bacteria	"Proteobacteria"	Gammaproteobacteria	"Enterobacteriales"	Enterobacteriaceae	unclassified_Enterobacteriaceae
OTU_4881	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
OTU_4882	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_4883	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified_Rhodocyclaceae
OTU_4884	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4885	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
OTU_4886	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified_Rhodocyclaceae
OTU_4887	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
OTU_4888	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
OTU_4889	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia
OTU_4890	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified_Rhodocyclaceae
OTU_4891	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified_Rhodocyclaceae
OTU_4892	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4893	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
OTU_4894	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4895	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	unclassified_Burkholderiales	unclassified_Burkholderiales
OTU_4896	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
OTU_4897	Bacteria	"Proteobacteria"	Betaproteobacteria	Neisseriales	Neisseriaceae	unclassified_Neisseriaceae
OTU_4898	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4899	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4900	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
OTU_4901	Bacteria	"Proteobacteria"	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella
OTU_4902	Bacteria	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	unclassified_"Bacteroidales"	unclassified_"Bacteroidales"
OTU_4903	Bacteria	"Planctomycetes"	Planctomycetia	Planctomycetales	Planctomycetaceae	unclassified_Planctomycetaceae
OTU_4904	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4905	Bacteria	"Proteobacteria"	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
OTU_4906	Bacteria	"Proteobacteria"	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified_Caulobacteraceae
OTU_4907	Bacteria	"Verrucomicrobia"	Subdivision3	unclassified_Subdivision3	unclassified_Subdivision3	Subdivision3_genera_incertae_sedis
OTU_4908	Bacteria	"Proteobacteria"	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
OTU_4909	Bacteria	"Proteobacteria"	Deltaproteobacteria	Myxococcales	unclassified_Myxococcales	unclassified_Myxococcales
OTU_4910	Bacteria	"Verrucomicrobia"	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Brevifollis
OTU_4911	Bacteria	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	Dysgonomonas
OTU_4912	Bacteria	"Proteobacteria"	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
OTU_4913	Bacteria	"Bacteroidetes"	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter
OTU_4914	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae 1	Paenibacillus
OTU_4915	Bacteria	"Proteobacteria"	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
OTU_4916	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium
OTU_4917	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4918	Bacteria	"Actinobacteria"	Actinobacteria	Actinomycetales	Kineosporiaceae	Kineococcus
OTU_4919	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4920	Bacteria	"Gemmatimonadetes"	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
OTU_4921	Bacteria	"Proteobacteria"	Gammaproteobacteria	"Enterobacteriales"	Enterobacteriaceae	unclassified_Enterobacteriaceae
OTU_4922	Bacteria	"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"
OTU_4923	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
OTU_4924	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4925	Bacteria	"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"
OTU_4926	Bacteria	"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"
OTU_4927	Bacteria	"Proteobacteria"	Gammaproteobacteria	"Enterobacteriales"	Enterobacteriaceae	unclassified_Enterobacteriaceae
OTU_4928	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
OTU_4929	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4930	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_4931	Bacteria	"Proteobacteria"	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
OTU_4932	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4933	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU_4934	Bacteria	"Actinobacteria"	Actinobacteria	Acidimicrobiales	unclassified_Acidimicrobiales	unclassified_Acidimicrobiales
OTU_4935	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_4936	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
OTU_4937	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4938	Bacteria	"Proteobacteria"	Gammaproteobacteria	"Enterobacteriales"	Enterobacteriaceae	unclassified_Enterobacteriaceae
OTU_4939	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4940	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium
OTU_4941	Bacteria	"Proteobacteria"	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
OTU_4942	Bacteria	"Proteobacteria"	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
OTU_4943	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4944	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	unclassified_Burkholderiales	unclassified_Burkholderiales
OTU_4945	Bacteria	"Proteobacteria"	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
OTU_4946	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4947	Bacteria	"Proteobacteria"	Gammaproteobacteria	"Enterobacteriales"	Enterobacteriaceae	unclassified_Enterobacteriaceae
OTU_4948	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4949	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4950	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4951	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4952	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4953	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4954	Bacteria	"Proteobacteria"	Gammaproteobacteria	"Enterobacteriales"	Enterobacteriaceae	unclassified_Enterobacteriaceae
OTU_4955	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
OTU_4956	Bacteria	"Actinobacteria"	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	unclassified_Acidimicrobiaceae
OTU_4957	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4958	Bacteria	"Planctomycetes"	Planctomycetia	Planctomycetales	Planctomycetaceae	Aquisphaera
OTU_4959	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4960	Bacteria	"Proteobacteria"	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera
OTU_4961	Bacteria	Firmicutes	Bacilli	unclassified_Bacilli	unclassified_Bacilli	unclassified_Bacilli
OTU_4962	Bacteria	"Proteobacteria"	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Saccharophagus
OTU_4963	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus
OTU_4964	Bacteria	"Chlamydiae"	Chlamydiia	Chlamydiales	unclassified_Chlamydiales	unclassified_Chlamydiales
OTU_4965	Bacteria	"Proteobacteria"	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
OTU_4966	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4967	Bacteria	"Actinobacteria"	Actinobacteria	Actinomycetales	unclassified_Actinomycetales	unclassified_Actinomycetales
OTU_4968	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4969	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4970	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4971	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4972	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4973	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4974	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4975	Bacteria	"Fusobacteria"	Fusobacteriia	"Fusobacteriales"	"Leptotrichiaceae"	Leptotrichia
OTU_4976	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4977	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4978	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4979	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4980	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4981	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4982	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4983	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4984	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4985	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4986	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4987	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4988	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4989	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4990	Bacteria	"Bacteroidetes"	Cytophagia	Cytophagales	Cytophagaceae	unclassified_Cytophagaceae
OTU_4991	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4992	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4993	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_4994	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4995	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
OTU_4996	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4997	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4998	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_4999	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	unclassified_Cyanobacteria	Family IV	GpIV
OTU_5000	Bacteria	"Proteobacteria"	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Povalibacter
OTU_5001	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5002	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5003	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified_Bacillales	unclassified_Bacillales
OTU_5004	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU_5005	Bacteria	"Actinobacteria"	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinoallomurus
OTU_5006	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5007	Bacteria	"Verrucomicrobia"	Spartobacteria	unclassified_Spartobacteria	unclassified_Spartobacteria	Spartobacteria_genera_incertae_sedis
OTU_5008	Bacteria	"Chlamydiae"	Chlamydiia	Chlamydiales	Simkaniaceae	Simkania
OTU_5009	Bacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
OTU_5010	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5011	Bacteria	"Proteobacteria"	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
OTU_5012	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	unclassified_Burkholderiales	unclassified_Burkholderiales
OTU_5013	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5014	Bacteria	"Lentisphaerae"	Oligosphaeria	Oligosphaerales	Oligosphaeraceae	Oligosphaera
OTU_5015	Bacteria	"Proteobacteria"	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
OTU_5016	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5017	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5018	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5019	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5020	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5021	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5022	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5023	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5024	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5025	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5026	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5027	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5028	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5029	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5030	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5031	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5032	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	unclassified_Chloroplast
OTU_5033	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax
OTU_5034	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5035	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5036	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5037	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Burkholderiaceae	unclassified_Burkholderiaceae
OTU_5038	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5039	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5040	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5041	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5042	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5043	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5044	Bacteria	"Actinobacteria"	Actinobacteria	Actinomycetales	unclassified_Actinomycetales	unclassified_Actinomycetales
OTU_5045	Bacteria	"Proteobacteria"	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
OTU_5046	Bacteria	"Proteobacteria"	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified_Xanthomonadaceae
OTU_5047	Bacteria	"Planctomycetes"	Planctomycetia	Planctomycetales	Planctomycetaceae	unclassified_Planctomycetaceae
OTU_5048	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5049	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae
OTU_5050	Bacteria	"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"	unclassified_"Bacteroidetes"
OTU_5051	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5052	Bacteria	"Proteobacteria"	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
OTU_5053	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5054	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5055	Bacteria	"Actinobacteria"	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus
OTU_5056	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5057	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Burkholderiaceae	unclassified_Burkholderiaceae
OTU_5058	Bacteria	"Proteobacteria"	Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria
OTU_5059	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_5060	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
OTU_5061	Bacteria	"Proteobacteria"	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
OTU_5062	Bacteria	"Proteobacteria"	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified_Xanthomonadaceae
OTU_5063	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5064	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5065	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira
OTU_5066	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5067	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5068	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5069	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5070	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5071	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5072	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5073	Bacteria	"Proteobacteria"	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
OTU_5074	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5075	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5076	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5077	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5078	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5079	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5080	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5081	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5082	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5083	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5084	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5085	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5086	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5087	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5088	Bacteria	"Proteobacteria"	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
OTU_5089	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5090	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
OTU_5091	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	unclassified_Chloroplast
OTU_5092	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
OTU_5093	Bacteria	"Proteobacteria"	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
